business_id,name,categories,avg_stars
qymbG4V5vC01eLF6LOZPQQ,Red Feather Gourmet,"['Restaurants', 'Greek']",3.5
mys2H61EqcO4AJpnzi61ZA,Waterside Cafe,"['Cafes', 'Restaurants']",2.0
aVmuRwieNxpW8vfC3s1jpg,Sierra Gold,"['Gastropubs', 'American (New)', 'Sports Bars', 'Bars', 'Restaurants', 'Venues & Event Spaces', 'Nightlife', 'Pubs', 'Event Planning & Services']",3.5
Eufhdwi954UY-9MsdHjJKQ,Papa Murphy's,"['Restaurants', 'Pizza']",4.0
QW0YuA4bhfGjnhNWwiYWsw,"Scotty""s Kitchen","['Restaurants', 'Barbeque', 'Burgers', 'American (Traditional)']",5.0
47Ce56CE_NnzdmCozdMQng,La Takiza,"['Mexican', 'Restaurants']",4.5
T1XikHI9k4VtoNzQVpIATA,Farm Basket,"['Restaurants', 'Fast Food']",5.0
vFWYJFEEp-HeO7bsJOyEZA,Barefoot Bob's Beach Bar & Gaming,"['Restaurants', 'Tapas Bars', 'Nightlife', 'Bars', 'Sports Bars', 'Food', 'Beer', 'Wine & Spirits']",3.0
Iv6G7cDNydPoYLss-uokVA,Roberto's Taco Shop,"['Mexican', 'Restaurants', 'Fast Food']",3.5
Zbjl53pR2W0jMrGFPM0Ssw,Panera Bread,"['Sandwiches', 'Restaurants', 'Salad', 'Soup']",2.5
9YiQ3o0EGmtojzjXdEfgeQ,The Green Regime,"['Salad', 'Restaurants', 'Food', 'Juice Bars & Smoothies', 'Food Stands', 'Sandwiches']",4.5
7usumJrTK_qs2GbSd8zIvg,Wake Up Coffee Cafe,"['Restaurants', 'Breakfast & Brunch', 'Cafes', 'Hot Dogs', 'Coffee & Tea', 'Food']",4.0
rQhSytWZ2vhzsfzBW4fKgQ,Jack in the Box,"['Burgers', 'Restaurants', 'Fast Food']",3.5
YeYtDdGRonHddnviDc1q7g,Teriyaki Boy Healthy Grill,"['Japanese', 'Restaurants', 'Asian Fusion', 'Fast Food']",3.5
_2Wbpm821bdNsh-gyqufrg,El Pollo Loco,"['Mexican', 'Fast Food', 'Restaurants']",2.0
3cHL1r5w2oLYH-veijtweA,Public House,"['Gastropubs', 'Restaurants']",3.5
8tSoBxQ8KzMWvCw7a8KBCg,Philippine Gardens Karaoke Restaurant and Lounge,"['Filipino', 'Nightlife', 'Restaurants', 'Karaoke']",2.5
zblKqBFWq7HMACwacMpzig,Truffles N Bacon Café,"['American (New)', 'Local Flavor', 'Cafes', 'Specialty Food', 'Restaurants', 'Food']",4.5
jPvn-C8kNUcyGfjUtOc_oA,Dos Caminos,"['Restaurants', 'Mexican']",3.0
D_mVIUu5XyrHz-7U_z_pDg,Nove Italiano,"['Restaurants', 'Italian']",4.0
SFaIhuHpxnM0PJLQB1uAHw,Soho Sushi Burritos,"['Japanese', 'Asian Fusion', 'Restaurants', 'Mexican']",3.5
K-fw0gOHs5sF--_SRZa2Qg,Port of Subs,"['Sandwiches', 'Restaurants', 'Delis']",4.0
1aGNx-7cTXIeBCMVM8X0TQ,Pizza Hut,"['Pizza', 'Restaurants']",2.5
IBSePQdC8MwoWdMmoyegnw,Five Star Tavern,"['Bars', 'Arts & Entertainment', 'Restaurants', 'American (Traditional)', 'Beer', 'Wine & Spirits', 'Nightlife', 'Food', 'Sports Bars', 'Casinos']",3.0
YRFDHOBOwt2WMR85r7Gzog,Ital-Spain Restaurant,"['Italian', 'Mexican', 'Restaurants', 'Spanish']",3.5
umXvdus9LbC6oxtLdXelFQ,Sweets Raku,"['Desserts', 'American (Traditional)', 'Bars', 'Food', 'Restaurants', 'Wine Bars', 'Nightlife']",4.5
TrGBHqHVzJM5tk2C1D1ctQ,The Sandwich Spot,"['Delis', 'Cafes', 'Sandwiches', 'Restaurants']",4.5
9i-yWC0t6NzcDmT1NMKilw,California Crab,"['Seafood', 'Restaurants']",3.0
AqfEIxefqdArIWf9YUVAtQ,Omelet House,"['Restaurants', 'American (Traditional)', 'Breakfast & Brunch']",4.0
v8KJxkaqdahn90r7chXQZg,Suki Hana,"['Japanese', 'Restaurants']",2.5
PjhIQJf2dbdLxgnFrAUaNw,Chinita Mexican Bar & Grill,"['Mexican', 'Restaurants']",3.5
X-Hxv9miUzpFKcOaUVbRCw,Subway,"['Fast Food', 'Sandwiches', 'Restaurants']",2.0
kGU2-r-615GNDzS-JZ6zHw,Hungry Howie's Pizza,"['Restaurants', 'Pizza']",3.5
avBS62WEvwWyoDWBXAlxmg,Subway,"['Food', 'Restaurants', 'Sandwiches', 'Fast Food']",4.5
x-H-2BYL2XoDDLiub950Ag,Hunan Restaurant,"['Restaurants', 'Szechuan', 'Chinese']",4.5
diY31IEunbV8MfDh81FS1A,Smashburger,"['Restaurants', 'Burgers']",3.5
HgdFqAvK31fB9sgBdOzo9g,Crêpe Expectations,"['Restaurants', 'Creperies', 'Breakfast & Brunch']",4.5
anQSLdujUOp0sTCmIBi2Tg,Piero's Italian Cuisine,"['Seafood', 'Restaurants', 'Italian']",4.0
sNVGdeOPeitJ3OWUQBINzQ,BabyStacks Cafe,"['American (Traditional)', 'Breakfast & Brunch', 'Cafes', 'Restaurants']",4.0
zY6f_cFY8HTI3hLlJj3SOg,Sabatino's Authentic NY Pizzeria,"['Fast Food', 'Pizza', 'Restaurants', 'Italian']",3.5
Y92uJXOUOZn8JvZAffV5mA,Gordon Biersch,"['American (New)', 'Restaurants']",2.5
WHdmQ-zPYYTJUqaUOfNpkQ,Dairy Queen,"['Fast Food', 'Ice Cream & Frozen Yogurt', 'Restaurants', 'Food']",2.0
Fe699lNnpiZIGjgmuQahXA,Teriyaki Boy Healthy Grill,"['Food', 'Asian Fusion', 'Chinese', 'Japanese', 'Restaurants']",3.5
aWzp373TChor3kYz_BcWZA,Made LV American Tavern,"['American (New)', 'Restaurants', 'Burgers', 'American (Traditional)']",3.5
VYNriOotbFZ7Qj_6jwUB5g,Sergio's Italian Gardens,"['Italian', 'Restaurants', 'Caterers', 'Event Planning & Services', 'Venues & Event Spaces']",4.0
QpPA4PZ0_jo82gkzMsQpDw,Sterling Spoon Cafe,"['Restaurants', 'Food', 'Cafes', 'Diners']",3.0
Gml97gSULiA6HFjie01d3Q,Pellegrini Pizza,"['Food Delivery Services', 'Restaurants', 'Salad', 'Sandwiches', 'Food', 'Pizza']",4.0
_7EsArRtaywrPasvA8ryfg,Ghirardelli Ice Cream and Chocolate Shop,"['Ice Cream & Frozen Yogurt', 'Food', 'Desserts', 'Restaurants', 'Chocolatiers & Shops', 'Specialty Food']",4.0
l3joBBpkq0ib11dKUpKMAw,Karaoke Q Studio,"['Restaurants', 'Asian Fusion', 'Lounges', 'Bars', 'Barbeque', 'Karaoke', 'Beer Bar', 'Nightlife']",4.5
DZkVWxknDUuWX0-wmtGhQw,Deli Pizza Cafe,"['Pizza', 'Restaurants', 'Delis', 'Sandwiches']",3.0
5cbsjFtrntUAeUx51FaFTg,Agave,"['Mexican', 'Restaurants']",3.0
V2WLiBR3iGaegRAVNjOndA,Panda Express,"['Restaurants', 'Fast Food', 'Chinese']",3.5
3BCsAgo_1i4xMuTyLKMLRQ,SkinnyFATS,"['Restaurants', 'American (Traditional)', 'Breakfast & Brunch', 'Juice Bars & Smoothies', 'Food Delivery Services', 'Delis', 'American (New)', 'Food']",4.5
zN4f3aLeCuIhCTPRH0di-A,Salud Mexican Bistro and Tequileria,"['Nightlife', 'Mexican', 'Bars', 'Restaurants']",5.0
JuO9QpkdmbTS95GSXh4dZw,Phillips Seafood,"['Restaurants', 'Seafood']",3.0
X8lqAVOWrTih72sEEIEPSw,Le Burger Brasserie,"['Restaurants', 'Food', 'Burgers', 'Bakeries']",3.5
_t7g5RusswFMlAe01aoj4Q,Seoul Korean Bar B Q Restaurant,"['Restaurants', 'Korean']",1.5
5aeR9KcboZmhDZlFscnYRA,Fresh Mama,"['Restaurants', 'Cafes']",3.5
o0OZwd1boPVWsmu6G4YL5g,Marie Callendars,"['Sandwiches', 'Restaurants', 'American (New)', 'Breakfast & Brunch']",3.5
IbiPt7jzF8Wsu82nHXaJPA,Saino Indian Nepali Kitchen,"['Restaurants', 'Himalayan/Nepalese', 'Indian', 'Pakistani', 'Buffets']",4.5
tFC0oaQO0wpwMIaJyUSsAQ,Paris Baguette,"['Coffee & Tea', 'Restaurants', 'Food', 'Bakeries', 'Cafes']",4.0
qCZrKe8igS10txtGW3ZV1Q,Atlanta Bread Company,['Restaurants'],3.0
F0c5AMuF_w49727bE7xV1w,Sahara Saloon,"['American (Traditional)', 'Restaurants']",4.0
6MIWAI3CX2HfGZhmWPHcDw,Blue Water Restaurant & Sports Bar,"['Sports Bars', 'Caribbean', 'Bars', 'Food', 'Restaurants', 'Nightlife', 'Puerto Rican', 'Beer', 'Wine & Spirits']",3.5
oIcGZlqwrKkyw_L6YAVYfw,Sonic Drive-In,"['Restaurants', 'Fast Food', 'Ice Cream & Frozen Yogurt', 'Food']",2.5
lbkBZdMyXUQvu5brt-HiVA,Cover Girls Gentlemen's Club & Steakhouse,"['Bars', 'Steakhouses', 'Nightlife', 'Restaurants']",4.5
-1vfRrlnNnNJ5boOVghMPA,Red Ginseng Narita Sushi & BBQ,"['Sushi Bars', 'Korean', 'Restaurants']",3.0
cJ5i4V6_VKjkOeEHD4ENeQ,Taco Bell,"['Tex-Mex', 'Mexican', 'Restaurants', 'Fast Food']",3.0
vGLl5xum2u2Qf8_AvzSenw,McDonald's,"['Burgers', 'Restaurants', 'Fast Food']",2.0
IeXVSmtOx0-kntCM_ZX0Zw,Chia Vera Health Bar,"['Salad', 'Burgers', 'Food', 'Specialty Food', 'Health Markets', 'Restaurants']",4.5
hFT3HuxVZJb1uYEsYfp-0A,Blaqcat Ultra Hookah Lounge,"['Adult Entertainment', 'Lounges', 'Hookah Bars', 'Restaurants', 'Coffee & Tea', 'Bars', 'Nightlife', 'Mediterranean', 'Food']",5.0
lDr1pXOU75er2vmFigQc7w,Nathan's Famous,"['Restaurants', 'Burgers', 'Cheesesteaks', 'Hot Dogs']",3.0
Rj-7ymdw8aNZBRqGRAjR3Q,El Segundo Sol,"['Cocktail Bars', 'Bars', 'Venues & Event Spaces', 'Nightlife', 'Event Planning & Services', 'Mexican', 'Restaurants']",4.0
dYpnpMZowfGsCisHhABPZg,Samurai Sam's,"['Japanese', 'Restaurants']",3.0
k_luboaCkZRUo5KL7phVvQ,PT's Gold,"['Nightlife', 'Pizza', 'Restaurants', 'Beer Bar', 'American (Traditional)', 'Bars']",5.0
igHYkXZMLAc9UdV5VnR_AA,Echo & Rig,"['Food', 'Steakhouses', 'Meat Shops', 'Butcher', 'Specialty Food', 'Restaurants']",4.5
iRBv2GlTHj6qJm45tQA8zw,Royal Cuisine,"['Mediterranean', 'Restaurants']",4.0
jfmyj519pg2flxGEQ2xdPg,Joyful House Chinese Cuisine,"['Cantonese', 'Restaurants', 'Seafood', 'Chinese']",3.5
b_2SSLpmL8rWUhwGETseFA,El Tacontento,"['Mexican', 'Food Stands', 'Restaurants']",4.5
SWA4f1pfpWLIVTxWnsCM4g,BIG8 Pizza,"['Pizza', 'Italian', 'Food Delivery Services', 'Restaurants', 'Food']",4.0
86xm0Q8iX5ZjODWMkvwnxA,Popeyes Louisiana Kitchen,"['American (Traditional)', 'Chicken Wings', 'Southern', 'Chicken Shop', 'Restaurants', 'Fast Food']",2.5
E62l6LwZJ7lKaExcUbrtYw,Hikari,"['Steakhouses', 'Restaurants', 'Japanese', 'Sushi Bars']",4.0
N-L7ISdndWsIWdK0fn29wg,Curry Pot,"['Vegetarian', 'Restaurants', 'Fast Food', 'Indian']",3.5
HfuIfYB_CxMAAJiEnxDl9w,Sushi Loca,"['Sushi Bars', 'Restaurants', 'Japanese']",3.5
oGWPnueWsvzQ47tAQvWHUQ,Tacos Los Parados,"['Tacos', 'Food', 'Restaurants', 'Mexican', 'Street Vendors']",5.0
82kehL5xSvGbLYTmF_f2Vg,Crepes N' Tacos Mexican Grill,"['Mexican', 'Creperies', 'Restaurants']",3.0
Xspg78dOvuedvuPEUwZBjw,The Beat Coffeehouse & Records,"['Pubs', 'American (New)', 'Nightlife', 'Arts & Entertainment', 'Food', 'Bars', 'Music Venues', 'Sandwiches', 'Coffee & Tea', 'Restaurants']",4.0
RsulP7fZ_36iBhElfKFjAg,Domino's Pizza,"['Sandwiches', 'Pizza', 'Restaurants', 'Chicken Wings']",3.5
1gjhtfYxlN-0xjS9Xdh66g,Jack-In-the-Box #7239,"['Restaurants', 'Fast Food']",3.5
CTsLzuZ_AR841SiSacdEvg,Panda Bowl Chinese Restaurant,"['Food', 'Restaurants', 'Chinese']",4.0
eMKqAItLbazgUT8xokz7fw,Wine 5 Cafe,"['African', 'Food', 'Specialty Food', 'American (New)', 'Restaurants']",4.5
kkD5pal9rRzE4PjeYSL9mA,Del Taco,"['Mexican', 'Restaurants']",2.5
nubHGTPakh7v6Y_f8lOkbg,Wayne's Sushi Bar,"['Sushi Bars', 'Restaurants']",4.5
qsdHK1eQtXmAJNdVJxiC3w,New York Chinese Restaurant,"['Chinese', 'Restaurants']",3.0
ZzK2myEzK5aRrwOBUExLxg,Savor the Buffet,"['Buffets', 'Restaurants']",3.5
DB9BRdu7is0AK1DvcuKlcw,Five Guys,"['Burgers', 'Restaurants', 'American (New)', 'Fast Food']",4.0
YkAcruXbhN6sHDXn0jcySw,Norm's Eggs Cafe,"['Restaurants', 'Burgers', 'Breakfast & Brunch']",3.5
Zf79K5QvjpT26M9OMt55sw,Festival Buffet,"['Buffets', 'Restaurants']",2.5
939j88ceB05Te3D7kQPwSA,VooDoo Rooftop Nightclub & Lounge,"['Dance Clubs', 'Restaurants', 'Steakhouses', 'Lounges', 'Bars', 'Nightlife']",3.5
x9XCZXcRwUtTWAGd6MRDmw,Fish Delish,"['Restaurants', 'Seafood']",4.0
AyEtowSGi9vx0-xFfrgjWw,Payard Pâtisserie & Bistro,"['Coffee & Tea', 'Food', 'French', 'Restaurants', 'Desserts']",3.5
m-tOkwXdW0r4u_NG8w_ZXA,Lucky Cafe,"['Chinese', 'Restaurants']",4.5
vG1vX6vvyK6st5UWetPPeg,Dotty's #1,"['Restaurants', 'Arts & Entertainment', 'Beer', 'Wine & Spirits', 'Breakfast & Brunch', 'Food', 'Casinos', 'Shopping', 'Tobacco Shops']",2.0
UAMTM6LMA2on079oBMFBPQ,Lazy Joe's Fish & Chips,"['Mediterranean', 'Gluten-Free', 'Restaurants', 'Seafood', 'Fish & Chips']",3.5
_kb6GT4qawjwq47OsQ52xw,Paradise Garden Buffet,"['Restaurants', 'Buffets']",2.5
YO5DrWneHLevfnNnCzOcIg,Pho five Star,"['Restaurants', 'Vietnamese']",4.0
nbO2S-63XuihPXjJS_7XaA,Prima Pasta,"['Restaurants', 'Pizza', 'Italian']",3.0
HJdcjuoTcaf3aBPBxYPc5g,Ono's Island BBQ,"['Hawaiian', 'Restaurants', 'Barbeque']",3.5
Bo6JrUUD7aIyjhmaz9M9kw,Koolthai Restaurant,"['Restaurants', 'Thai', 'Asian Fusion', 'Vegetarian']",3.5
dA_Xl2A45YVc9nnYLK0oqA,Dragon's Alley,"['Barbeque', 'Chinese', 'Restaurants', 'Seafood']",3.0
ASdkR68GWVdt6rQsiZAN5w,Raw Food Express,"['Restaurants', 'Education', 'Special Education', 'Live/Raw Food', 'Vegan']",4.5
QDF7w0casJ78PcPmtMDISw,Thai Room,"['Restaurants', 'Thai']",4.0
5MnLa1nE606cvNGlSFt01Q,Ben's BBQ & Smokehouse,"['Restaurants', 'Food', 'Barbeque', 'Food Trucks']",3.5
oqmdX4OskD9-9YGGsYw6LA,Casa Nicola,"['Restaurants', 'Italian']",2.5
iu7lyDh7zqF-jDLyKuMbrQ,KFC,"['Chicken Wings', 'Fast Food', 'Restaurants']",1.5
HyKxWC9PrqlODjO-CBCIZA,Naked City Pizza On Paradise,"['Sandwiches', 'Pizza', 'Italian', 'Chicken Wings', 'Restaurants']",3.5
7P3Z4HTUM8M8Y9Yw3cc7Pg,Tipsy Coffee House,"['Desserts', 'Bakeries', 'Coffee & Tea', 'Cafes', 'Food', 'Restaurants']",4.0
JJpoHl5mxJHwbaix71mfyg,Village Pub & Grill,"['Bars', 'Pubs', 'Nightlife', 'American (Traditional)', 'Restaurants']",3.0
_cBlppMDZYXS-Bjj4l9qtw,El Buen Gusto,"['Salvadoran', 'Latin American', 'Restaurants']",3.0
5i-SK1EztIn6YnhcRvatTQ,Cafe Vetro,"['American (New)', 'Restaurants']",3.0
QRAmGlMF7_sLq8YZ_L1POQ,Sugar Factory,"['Restaurants', 'Casinos', 'Desserts', 'Specialty Food', 'Arts & Entertainment', 'Candy Stores', 'Food', 'Shopping']",4.0
xB7bsOpJbnK9nHEZw1ARDg,Napoli Pizzeria,"['Restaurants', 'Sandwiches', 'Pizza', 'Chicken Wings']",3.0
8RFT1woy0WnTp62ndVJgow,The Blue Skillet,"['Restaurants', 'American (Traditional)', 'Breakfast & Brunch']",3.5
ZzERMgdUTkAeFKZFDwPh-A,McDonald's,"['Burgers', 'Fast Food', 'Restaurants']",3.0
wqaLf9ShvoJxr7NScUrUFg,Baba's Tsi-bugan Restaurant,"['Food Delivery Services', 'American (New)', 'Filipino', 'Food', 'Restaurants']",4.0
HhVmDybpU7L50Kb5A0jXTg,Guy Fieri's Vegas Kitchen & Bar,"['American (New)', 'Burgers', 'Restaurants', 'Pubs', 'Nightlife', 'American (Traditional)', 'Bars', 'Breakfast & Brunch', 'African']",3.5
4s_kb5VXnx96fEJLZ_AkIQ,McDonald's,"['Fast Food', 'Restaurants', 'Burgers']",4.0
RIHydChuDTrfuuvr8TzH4g,Castle Coffee,"['Restaurants', 'Cafes']",2.0
9XelmxS5q9tv7uClvjGqMg,Seafood City Supermarket,"['Seafood Markets', 'Grocery', 'Food', 'Restaurants', 'Filipino', 'Specialty Food', 'Ethnic Food']",3.5
QJ6GXAAMkgCZPF0bZk0xLw,Baladie Café,"['Restaurants', 'Mediterranean', 'Greek', 'Middle Eastern']",4.0
oi3FWENKZ5y_bDCpEb8yOw,Lakeside,"['Seafood', 'American (New)', 'Restaurants']",3.5
SXzJL5egnVXurANcg-G28A,Little Caesars Pizza,"['Restaurants', 'Pizza']",1.5
NG2mL-wQQfBdsXsyUbw8pA,Capriotti's Sandwich Shop,"['Restaurants', 'Sandwiches']",3.0
HKSyA7YZplj9i_vIdtwyzg,McDonald's,"['Fast Food', 'Restaurants', 'Food', 'Burgers']",2.5
DkttCY9pgiJfpPt7MrB2KA,Rendezvous Wine & Dine,"['Sports Bars', 'Wine Bars', 'Filipino', 'American (New)', 'Greek', 'Restaurants', 'Bars', 'Nightlife']",3.0
E9Bq0UKtg3tB1yr2QXZ0Dg,Waffle Bar,"['Desserts', 'Belgian', 'American (Traditional)', 'Breakfast & Brunch', 'Waffles', 'Creperies', 'Restaurants', 'Food']",3.5
nzUvzv8fOuEioaOlL1G2uw,Sandai Sushi,"['Asian Fusion', 'Korean', 'Sushi Bars', 'Restaurants']",2.5
6GlGdRX8JaG9alaqZAOaTQ,Arby's,"['Sandwiches', 'Restaurants', 'Fast Food']",4.0
UNI1agsPX2k3eJSJVB91nw,Hot N Juicy Crawfish,"['American (Traditional)', 'Restaurants', 'Cajun/Creole', 'Seafood']",4.0
yYkvonvBGZB6UMnpzr6Ryw,Burger King,"['Restaurants', 'Fast Food', 'Burgers']",2.0
xnVkYE3iMp_aZniiCIuD0g,AmeriBrunch Cafe,"['Cafes', 'Food', 'Restaurants', 'Coffee & Tea', 'Breakfast & Brunch']",4.5
wpnLPAnkMEb1NpC3xiD_qg,Aloha Specialties,"['Restaurants', 'Filipino', 'Japanese', 'Hawaiian', 'Asian Fusion']",4.0
QVcSKzl47nrO_LWFzz5AJQ,Cactus Cafe,"['Restaurants', 'American (Traditional)', 'Persian/Iranian', 'Food Stands']",5.0
G9h56Qy5DudCqKBmbPWyzQ,Sbarro,"['Pizza', 'Restaurants', 'Italian', 'Food']",2.5
vbVJzKDhHlhMnKRpES5QzQ,Chengdu Taste,"['Chinese', 'Restaurants', 'Szechuan']",4.0
wNya6ItPXXde2ulzm_tNQw,Panda Express,"['Fast Food', 'Restaurants', 'Chinese']",3.5
MpT8KheTjs7TSDWIoMUFxg,China AAA,"['Restaurants', 'Chinese', 'Asian Fusion']",4.0
jSqfGuZXwcKBMWV71y11Tg,The Wiener's Circle Las Vegas,"['Burgers', 'Hot Dogs', 'Restaurants', 'American (New)']",3.5
aQFXeuyxTF9xIeytWtrYKA,A&W All American Food,"['Restaurants', 'American (Traditional)']",2.0
REbr-5VuKm9yGFWstjuceg,Jimmy John's,"['Salad', 'Restaurants', 'French', 'Sandwiches']",3.5
WO3L0pmtAO8ozspmaVdHIg,Lanai Express,"['Chinese', 'Fast Food', 'Restaurants']",3.0
5fWcM1vRg4v8HI85Vmy8OA,Jimmy John's,"['Food', 'Restaurants', 'Food Delivery Services', 'Sandwiches']",3.0
lgThAiX5kMvSxizl2tQ1hA,Hawaiian Hale,"['Hawaiian', 'Restaurants']",4.0
aGDo7GDN5YLvpYykpSLkbw,Florida Cafe Cuban Bar & Grill,"['Nightlife', 'Restaurants', 'Bakeries', 'Bars', 'Cuban', 'Food']",3.5
6F46lj02sSEVcYCE-RsIag,Canvas Cafe,"['Restaurants', 'Sandwiches', 'Food', 'Coffee & Tea']",5.0
06MlxbtB4ZYeg_ri02RIAQ,El Pollo Loco,"['Restaurants', 'Fast Food', 'Mexican']",2.5
dqLo6yZ7NMyV35ldGJHdzw,The Restaurant at Angel Park,"['Restaurants', 'Breakfast & Brunch', 'American (New)']",4.0
AhkHsa9xM7-Fxz9sxKra2Q,Pink Box,"['Food', 'Donuts', 'Restaurants']",3.5
RnAb4KkRDmWUBWhhZhugZQ,Ohana Hawaiian BBQ,"['Restaurants', 'Hawaiian', 'Barbeque']",4.0
YOZgLDLNLAe2nP1sw5inYw,MK Thai Cuisine,"['Restaurants', 'Thai']",4.5
sTZla2pB_nYR0Vg1nBj4Mg,Caspian Persian Cuisine,"['Persian/Iranian', 'Restaurants', 'Food', 'Beer', 'Wine & Spirits', 'Bakeries']",3.5
b-RSw4G3HJvGfwvRLzuLPw,SUGARCANE Raw Bar Grill - Las Vegas,"['American (Traditional)', 'Tapas/Small Plates', 'Nightlife', 'Desserts', 'Wine Bars', 'Cocktail Bars', 'Bars', 'Food', 'Coffee & Tea', 'American (New)', 'Tapas Bars', 'Restaurants']",4.5
YhCAJ8acd1X7GkCHPhD8Xw,BLT Burger,"['Restaurants', 'Burgers']",3.5
4tKDQ_jEcIKLMoJIo26AQg,Burger King,"['Burgers', 'Food', 'Restaurants', 'Fast Food', 'Desserts']",3.0
6e0Abng1LRexKI4LRJTX_A,Algobertos,"['Restaurants', 'Mexican']",4.0
f_vIr9vzQv0USejCvcawcg,Lo-Mein,"['Restaurants', 'Chinese']",1.5
LPMZ9N1sAjs2nDx7DmiZ2w,Palermo's Pizza,"['Food Delivery Services', 'Food', 'Pizza', 'Restaurants']",3.0
ewIXHLlaIfp9U3NrsgilVw,Yolie's Brazilian Steak House,"['Brazilian', 'Steakhouses', 'Restaurants']",3.0
GHwn0lza-JdaETNbOw98oA,Barbary Coast Hotel & Casino,"['Restaurants', 'Casinos', 'Hotels', 'Event Planning & Services', 'Arts & Entertainment', 'Hotels & Travel']",4.0
LH-DYCy9v3kM4JRtpcquxw,Silk Road,"['Seafood', 'American (New)', 'Restaurants']",3.5
_flZPT7fynq6WFzWvFOV4g,Chicken Itza,"['Comfort Food', 'Restaurants', 'Mexican']",4.5
d1pB6SLzLb-4lFq8y5tEnQ,Mr Tofu,"['Restaurants', 'Korean']",3.5
oN_A87dyVD2FBk7coLnhCg,Chile Verde Express Mexican Grill,"['Mexican', 'Restaurants']",4.5
HQcel0uvg7N7KfhHJChfSQ,Sushi Kaya,"['Sushi Bars', 'Salad', 'Restaurants', 'Japanese']",3.5
_4tCeVrLRmI18BscMiHr7Q,Asmara Restaurant,"['Ethiopian', 'Restaurants']",4.0
OlWWHMKPSroPqnLd1I5ujg,Denny's,"['Restaurants', 'Breakfast & Brunch', 'American (Traditional)', 'Diners']",2.5
YuiM5VKscO8rS1EX7f19_g,Fleur by Hubert Keller,"['Restaurants', 'American (New)', 'Tapas/Small Plates', 'French']",4.0
xvfAxe6F0azYjfLSm8ISMA,Don Vito's Italian,"['Italian', 'Restaurants']",3.5
KEFEBgyjwcWuvWa5rXKOow,Kusina Ni Lorraine,"['Specialty Food', 'Seafood', 'Soup', 'Grocery', 'Ethnic Food', 'Food', 'Filipino', 'Barbeque', 'Restaurants']",3.5
fAlKTsfsUF6A5iujEI2Z1w,Off The Strip at the LINQ,"['Italian', 'Nightlife', 'Bars', 'Steakhouses', 'Restaurants', 'Comfort Food', 'American (New)', 'American (Traditional)']",4.0
qpaX3qOHBSOAEDUcIs8SPQ,Raising Cane's,"['Restaurants', 'American (New)', 'Chicken Shop', 'American (Traditional)', 'Fast Food', 'Chicken Wings']",4.0
xRaHt2GknSD7yermc-fxYQ,Seven Seas Restaurant & Lounge,"['Barbeque', 'Lounges', 'Restaurants', 'Nightlife', 'Bars', 'Soul Food']",3.5
4KmrrhtfnngTVFa2d5LAjg,Allegro,"['Italian', 'Restaurants']",3.5
gtWaCpu7mgRR-839S9oGBQ,Laziza Hookah Lounge & Restaurant,"['Hookah Bars', 'Mediterranean', 'Restaurants', 'Bars', 'Nightlife']",3.0
nRNWaEuPtfcyR8pI-LnASA,Italia Express,"['Italian', 'Restaurants']",3.0
1Jm-fFPCAD-ZGM2J4HACXA,Pharoah's Pheast Buffet,"['American (New)', 'Buffets', 'Restaurants']",2.0
BuFYIRXZNc0Ti-JSQ-QdvA,Dairy Queen,"['Hot Dogs', 'Restaurants', 'American (New)', 'Desserts', 'Ice Cream & Frozen Yogurt', 'Food', 'Burgers']",2.0
rvnTFEq7R2ZHg0_CYbBNFw,Village Seafood Buffet,"['Buffets', 'Seafood', 'Restaurants']",3.5
GU0zNpgisY-pV3U2Sfdp6A,Boulevard Bar & Grille,"['Bars', 'American (Traditional)', 'Nightlife', 'Sports Bars', 'Restaurants']",4.0
-IWsoxH7mLJTTpU5MmWY4w,Pho Kinh Do,"['Vietnamese', 'Restaurants', 'Noodles']",4.0
8jj6dYkZtxTCsq_Y-C_DtQ,iCheese Pizza & Sub,"['Fast Food', 'Restaurants', 'Sandwiches', 'Pizza']",4.5
yYMTMtguT90BfMJVxasFuw,China Gourmet,"['Chinese', 'Restaurants']",4.0
8_mXYs-ZOqDGS7ifAjaocA,Seafood Station,"['Seafood', 'Restaurants']",4.0
77AfVfvvjfQXslusY8QElg,La Jolla,"['Event Planning & Services', 'Restaurants', 'Nightlife', 'Dance Clubs', 'Bars', 'American (Traditional)', 'Sports Bars', 'Hookah Bars']",3.5
NTtLuuBKpywlyIz6oyd9kg,Sawa Sushi,"['Sushi Bars', 'Restaurants', 'Food']",4.5
5WKtODFwnoKA_y9H-HubFg,Tropical Smoothie Cafe,"['Sandwiches', 'Food', 'Wraps', 'Restaurants', 'Juice Bars & Smoothies']",2.0
6gxlDhmZ80bhflm2A-U0KQ,Burger King,"['Burgers', 'Restaurants']",3.5
5CJOaZc8Muu8WothauxQ4g,Pizza Forte,"['Italian', 'Restaurants', 'Pizza', 'Hot Dogs']",3.5
9ZDfXwG2dPN6lbKpWkAnsA,GFY Burgers and Fries,"['Fast Food', 'Burgers', 'Vegan', 'Vegetarian', 'Food', 'Food Trucks', 'Food Stands', 'Restaurants']",4.0
D8sk6LZlp2P9FFh_mk9q7g,Subway,"['Fast Food', 'Sandwiches', 'Restaurants']",2.5
RcEKCs4v_gj2uN3YHcCkKw,Pako Taco Mex Grill,"['Restaurants', 'Mexican']",4.5
